City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
695,Eydhafushi,MV,83.07,overcast clouds,5.1033,73.0708,Soneva Fushi
699,Grand-Santi,GF,96.21,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
701,Banda Aceh,ID,79.74,overcast clouds,5.5577,95.3222,Sulthan Hotel International
702,Ojinaga,MX,92.57,clear sky,29.5667,-104.4167,Suites Las Palmas
705,Mehnagar,IN,76.95,clear sky,25.8833,83.1167,Shiv kripa sweets
706,Vaitape,PF,79.59,broken clouds,-16.5167,-151.75,Conrad Bora Bora Nui
707,Denpasar,ID,76.71,few clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
708,Mangrol,IN,82.81,few clouds,21.1167,70.1167,Hotel The Royal Honours
711,Chicama,PE,75.94,broken clouds,-7.8447,-79.1469,Balihai Bungalows
712,Sechura,PE,78.31,few clouds,-5.5569,-80.8222,Hospedaje Costa Bella
713,Fonseca,CO,87.39,broken clouds,10.8861,-72.8487,Hotel Winsor Fonseca
714,Pemangkat,ID,81.7,overcast clouds,1.1667,108.9667,Ramah Kost KITA
716,Saraland,US,87.06,scattered clouds,30.8207,-88.0706,Microtel Inn & Suites by Wyndham Saraland/North Mobile
717,Pandan,PH,79.75,overcast clouds,14.0453,124.1694,Bonifacio Lodge
719,Palaikastron,GR,73.74,clear sky,35.2,26.25,Marina Village
722,Ipixuna,BR,75.15,broken clouds,-1.7625,-48.8043,Casa da Oscarina
723,Singaparna,ID,70.56,overcast clouds,-7.3515,108.111,Wisma Dewi Hotel
725,Puerto Escondido,MX,90.43,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
