City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Mnogovershinnyy,RU,53.9353,139.9242,40.14,96,100,15.37,moderate rain
341,Lowestoft,GB,52.4752,1.7516,54.1,87,66,10.71,broken clouds
342,Pasco,US,28.292,-82.4165,88.21,62,3,1.99,clear sky
343,Porto Uniao,BR,-26.2381,-51.0783,60.8,87,99,3.2,overcast clouds
344,Kavieng,PG,-2.5744,150.7967,81.99,77,80,8.93,broken clouds
345,Havoysund,NO,70.9963,24.6622,45.48,84,98,8.46,overcast clouds
346,Mezen,RU,65.8522,44.24,42.85,99,100,4.97,overcast clouds
347,Hit,IQ,33.6416,42.8251,81.48,14,0,5.5,clear sky
348,Sambava,MG,-14.2667,50.1667,72.16,75,66,12.26,broken clouds
349,Nauchnyy Gorodok,RU,53.4203,83.521,45.46,65,0,6.71,clear sky
350,Nalut,LY,30.3333,10.85,77.18,36,5,13.38,clear sky
351,Cherskiy,RU,68.75,161.3,-1.79,99,82,5.53,broken clouds
352,Fairbanks,US,64.8378,-147.7164,35.1,95,90,1.01,light snow
353,Conde,BR,-7.2597,-34.9075,82.49,62,94,13.04,overcast clouds
354,Beisfjord,NO,68.3751,17.5988,51.04,91,100,2.59,overcast clouds
355,Bilibino,RU,68.0546,166.4372,-5.33,100,96,3.47,overcast clouds
356,Bambous Virieux,MU,-20.3428,57.7575,71.22,89,84,10.74,light rain
357,Tianpeng,CN,30.9866,103.9393,56.79,92,100,3.62,overcast clouds
358,Tautira,PF,-17.7333,-149.15,78.82,75,69,8.99,broken clouds
359,Lookan,PH,5.037,120.1027,82.89,75,91,5.17,overcast clouds
360,Mazamari,PE,-11.3258,-74.5308,95.47,40,52,1.5,broken clouds
361,General Roca,AR,-39.0333,-67.5833,82.29,22,0,7.54,clear sky
362,Awbari,LY,26.5921,12.7805,83.77,11,0,13.42,clear sky
363,Puerto Madryn,AR,-42.7692,-65.0385,80.22,23,0,20.65,clear sky
364,Coahuayana,MX,18.7333,-103.6833,90.16,60,82,2.71,broken clouds
365,Abu Kamal,SY,34.4506,40.9171,81.37,16,0,4.52,clear sky
366,Aranda De Duero,ES,41.6704,-3.6892,59.36,49,92,4.7,overcast clouds
367,Kitui,KE,-1.367,38.0106,74.23,49,79,13.53,broken clouds
368,Sobolevo,RU,54.4299,31.8996,39.97,73,27,4.05,scattered clouds
369,Santa Rosa Del Sur,CO,7.9644,-74.0544,77.2,73,96,1.77,overcast clouds
370,Mount Gambier,AU,-37.8333,140.7667,47.7,58,88,5.61,overcast clouds
371,Kruisfontein,ZA,-34.0033,24.7314,58.89,71,4,13.87,clear sky
372,Souillac,MU,-20.5167,57.5167,71.37,90,81,11.07,light rain
373,Flin Flon,CA,54.7682,-101.865,51.64,66,75,8.05,smoke
374,Mackenzie,CA,55.2999,-123.1698,41.18,63,18,2.8,few clouds
375,Broken Hill,AU,-31.95,141.4333,47.91,66,96,16.11,overcast clouds
376,Taoudenni,ML,22.6783,-3.9836,98.46,7,77,5.86,broken clouds
377,Saint-Pierre,RE,-21.3393,55.4781,73.04,77,0,4.61,clear sky
378,Nome,US,64.5011,-165.4064,33.89,79,97,4.03,overcast clouds
379,Tighina,MD,46.8306,29.4711,48.97,45,2,5.28,clear sky
380,Poronaysk,RU,49.2167,143.1167,50.4,69,95,18.03,overcast clouds
381,Georgiyevskoye,RU,58.731,45.024,47.75,86,100,7.74,overcast clouds
382,Merritt,CA,50.1123,-120.7942,43.45,83,75,7.0,broken clouds
383,Kununurra,AU,-15.7667,128.7333,80.58,61,90,6.91,overcast clouds
384,Benghazi,LY,32.1167,20.0667,79.9,48,0,10.56,clear sky
385,Lae,PG,-6.7221,146.9847,75.7,94,100,3.51,light rain
386,Kaseda,JP,31.4167,130.3167,77.85,87,29,10.56,scattered clouds
387,Glarus,CH,47.0406,9.068,49.73,33,3,0.36,clear sky
388,Yerbogachen,RU,61.2767,108.0108,31.19,84,95,12.97,overcast clouds
389,Prince Rupert,CA,54.3161,-130.3201,45.95,86,100,7.83,moderate rain
390,Camacha,PT,33.0833,-16.3333,70.56,68,40,13.8,scattered clouds
391,Te Anau,NZ,-45.4167,167.7167,45.05,96,100,5.28,heavy intensity rain
392,Ixtapa,MX,20.7,-105.2,89.22,77,100,3.0,overcast clouds
393,Ilulissat,GL,69.2167,-51.1,33.82,75,20,3.44,light shower snow
394,Talaya,RU,61.3833,152.75,5.47,86,4,2.82,clear sky
395,Roma,US,43.2128,-75.4557,73.13,71,90,10.36,overcast clouds
396,Brae,GB,60.3964,-1.353,51.71,82,31,23.4,scattered clouds
397,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,57,40,19.57,scattered clouds
398,Gaoua,BF,10.2992,-3.2508,83.91,63,100,4.54,overcast clouds
399,Jumla,NP,29.2747,82.1838,52.81,79,8,4.07,clear sky
400,Kabo,CF,7.6994,18.629,74.62,94,100,3.42,overcast clouds
401,At-Bashi,KG,41.1702,75.8106,35.71,90,100,3.33,overcast clouds
402,Zhuhai,CN,22.2769,113.5678,81.05,89,20,5.75,light rain
403,Moroni,KM,-11.7022,43.2551,76.35,85,28,2.68,scattered clouds
404,Nemuro,JP,43.3236,145.575,63.07,93,100,37.54,moderate rain
405,Havelock,US,34.8791,-76.9013,78.98,86,94,5.01,overcast clouds
406,The Valley,AI,18.217,-63.0578,87.94,66,40,19.57,scattered clouds
407,Hambantota,LK,6.1241,81.1185,80.4,81,100,18.37,overcast clouds
408,Trairi,BR,-3.2778,-39.2689,85.06,61,66,15.12,broken clouds
409,Susurluk,TR,39.9136,28.1578,63.84,93,68,2.8,broken clouds
410,Tomatlan,MX,19.9333,-105.25,89.29,61,100,3.58,overcast clouds
411,Yebaishou,CN,41.3975,119.6408,42.62,46,0,4.45,clear sky
412,Gainesville,US,29.6516,-82.3248,83.91,63,29,1.01,scattered clouds
413,Brewster,US,41.3973,-73.6171,64.0,91,100,7.58,moderate rain
414,Hirara,JP,24.8,125.2833,82.04,85,98,31.85,overcast clouds
415,Sitka,US,57.0531,-135.33,47.05,81,100,3.53,light rain
416,Qasigiannguit,GL,68.8193,-51.1922,34.05,78,100,3.4,overcast clouds
417,Ketchikan,US,55.3422,-131.6461,47.48,83,100,5.39,light rain
418,Asfi,MA,32.2994,-9.2372,70.99,85,99,14.63,overcast clouds
419,Ponta Do Sol,PT,32.6667,-17.1,75.7,72,16,3.85,few clouds
420,Lake Havasu City,US,34.4839,-114.3224,75.92,25,1,7.0,clear sky
421,Georgiyevka,KZ,43.0369,74.7114,42.84,93,75,4.47,mist
422,Verkhoyansk,RU,67.5447,133.385,34.12,60,100,6.91,overcast clouds
423,Alto Araguaia,BR,-17.3147,-53.2153,82.67,54,75,9.24,moderate rain
424,Jiazi,CN,22.8779,116.067,78.96,80,52,6.73,broken clouds
425,Bushehr,IR,28.9684,50.8385,85.78,51,0,5.95,clear sky
426,Dikson,RU,73.5069,80.5464,29.52,70,100,23.44,light snow
427,Invermere,CA,50.5167,-116.0354,41.88,96,97,1.3,overcast clouds
428,Fier,AL,40.7239,19.5561,66.02,76,89,6.35,overcast clouds
429,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.44,59,90,8.34,overcast clouds
430,Bonga,ET,7.2833,36.2333,61.21,97,90,0.94,overcast clouds
431,Mahon,ES,39.8885,4.2658,64.96,72,20,4.61,few clouds
432,Hay River,CA,60.8156,-115.7999,38.68,74,39,14.27,scattered clouds
433,San Luis,AR,-33.295,-66.3356,58.69,82,75,3.44,broken clouds
434,Lensk,RU,60.7253,114.9278,32.95,82,100,16.55,overcast clouds
435,Svetlogorsk,BY,52.6333,29.7333,40.64,61,40,4.99,scattered clouds
436,Kaspiysk,RU,42.8816,47.6392,53.78,81,40,4.0,scattered clouds
437,Tateyama,JP,34.9833,139.8667,72.01,68,78,12.84,broken clouds
438,Maceio,BR,-9.6658,-35.7353,85.44,70,75,14.97,broken clouds
439,Lagoa,PT,39.05,-27.9833,70.52,88,100,20.54,overcast clouds
440,Gat,IL,31.61,34.7642,77.68,61,0,7.16,clear sky
441,Nuevitas,CU,21.5453,-77.2644,87.87,57,36,3.33,scattered clouds
442,Pokhara,NP,28.2333,83.9833,67.93,80,71,5.19,broken clouds
443,Hurghada,EG,27.2574,33.8129,84.24,48,0,14.97,clear sky
444,Velsk,RU,61.0701,42.0983,49.73,83,100,9.75,overcast clouds
445,Doha,QA,25.2867,51.5333,87.78,48,0,10.36,clear sky
446,Shenzhen,CN,22.5455,114.0683,81.21,97,100,5.26,light rain
447,Chapais,CA,49.7834,-74.8492,56.26,89,100,8.86,overcast clouds
448,Albac,RO,46.45,22.9667,42.37,67,83,3.78,broken clouds
449,North Bend,US,43.4065,-124.2243,58.86,99,84,8.97,broken clouds
450,Kjollefjord,NO,70.9457,27.3465,44.65,88,95,9.4,overcast clouds
451,Meiktila,MM,20.8667,95.8667,79.25,82,83,1.79,broken clouds
452,Nakuru,KE,-0.2833,36.0667,63.1,84,95,5.3,overcast clouds
453,Charters Towers,AU,-20.1,146.2667,64.53,87,8,7.81,clear sky
454,Faro,PT,37.0194,-7.9322,74.98,60,0,9.22,clear sky
455,Oranjemund,NA,-28.55,16.4333,69.17,44,23,12.57,few clouds
456,Manggar,ID,-2.8833,108.2667,81.32,81,95,5.7,overcast clouds
457,Fare,PF,-16.7,-151.0167,79.09,74,62,12.84,broken clouds
458,Riyadh,SA,24.6877,46.7219,87.94,15,0,9.19,clear sky
459,Natal,BR,-5.795,-35.2094,84.74,55,76,11.21,broken clouds
460,Taitung,TW,22.7583,121.1444,80.62,62,82,13.44,broken clouds
461,Steinbach,DE,50.1667,8.5667,54.86,83,0,2.3,clear sky
462,Tarko-Sale,RU,64.9225,77.785,27.86,73,30,11.61,scattered clouds
463,Monroe,US,43.1501,-77.6831,74.91,68,73,4.0,broken clouds
464,Vanimo,PG,-2.6741,141.3028,78.85,89,95,4.09,overcast clouds
465,Moron,AR,-34.6534,-58.6198,70.81,69,72,5.99,light rain
466,Visby,SE,57.6409,18.296,53.85,76,0,17.27,clear sky
467,Kongolo,CD,-5.3833,27.0,79.07,65,98,1.3,overcast clouds
468,Ballina,AU,-28.8667,153.5667,67.78,87,77,8.68,broken clouds
469,Kyzyl-Suu,KG,42.3414,78.0056,38.32,89,100,4.03,overcast clouds
470,Kenora,CA,49.8167,-94.4337,64.78,82,100,8.99,overcast clouds
471,Maridi,SS,4.9158,29.4742,68.95,94,93,6.6,light rain
472,Newport,GB,51.5877,-2.9984,59.86,75,63,7.2,broken clouds
473,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,103.69,15,56,7.87,broken clouds
474,Porkhov,RU,57.765,29.5561,46.29,70,4,6.51,clear sky
475,Salalah,OM,17.0151,54.0924,79.86,78,44,2.35,scattered clouds
476,Henties Bay,NA,-22.116,14.2845,62.85,64,4,3.65,clear sky
477,Maragogi,BR,-9.0122,-35.2225,82.11,60,93,8.39,overcast clouds
478,San Quintin,MX,30.4833,-115.95,71.87,55,0,5.93,clear sky
479,Saldanha,ZA,-33.0117,17.9442,60.69,67,87,10.83,overcast clouds
480,Romny,UA,50.751,33.4747,45.86,44,99,6.91,overcast clouds
481,Jishui,CN,33.7333,115.4,56.39,54,100,9.69,light rain
482,Thunder Bay,CA,48.4001,-89.3168,63.0,98,90,12.66,mist
483,Ewo,CG,-0.8725,14.8206,75.09,90,98,4.85,light rain
484,Rafraf,TN,37.1904,10.1837,62.91,60,96,9.69,overcast clouds
485,Tecolutla,MX,20.4833,-97.0167,83.8,71,9,9.8,clear sky
486,Muravlenko,RU,63.7898,74.523,27.63,71,50,11.32,scattered clouds
487,Svetlyy,RU,54.675,20.1347,44.65,65,0,8.39,clear sky
488,Port Hawkesbury,CA,45.6169,-61.3485,62.91,64,29,5.99,scattered clouds
489,Colac,AU,-38.3333,143.5833,43.63,90,40,4.0,scattered clouds
490,Avera,US,33.194,-82.5271,80.94,55,59,8.66,broken clouds
491,Roebourne,AU,-20.7833,117.1333,75.04,37,5,9.15,clear sky
492,Tongliao,CN,43.6125,122.2653,49.41,45,0,7.23,clear sky
493,Teruel,ES,40.6667,-0.6667,60.28,67,75,5.01,broken clouds
494,Sabha,LY,27.0377,14.4283,82.69,11,0,8.5,clear sky
495,Storvorde,DK,57.0039,10.1013,53.91,91,75,3.0,broken clouds
496,Touros,BR,-5.1989,-35.4608,88.7,55,54,13.73,broken clouds
497,Sembe,CG,1.6481,14.5806,71.44,99,99,4.16,moderate rain
498,Coquimbo,CL,-29.9533,-71.3436,64.13,51,0,16.11,clear sky
499,Makakilo City,US,21.3469,-158.0858,74.68,81,90,17.27,overcast clouds
500,Aguas Formosas,BR,-17.0822,-40.9358,77.63,65,100,6.91,overcast clouds
501,Atambua,ID,-9.1061,124.8925,73.35,82,98,2.21,overcast clouds
502,Eureka,US,40.8021,-124.1637,62.2,80,14,3.0,few clouds
503,Alberton,CA,46.8168,-64.0654,57.92,54,78,8.5,broken clouds
504,Cayenne,GF,4.9333,-52.3333,89.64,76,0,5.01,clear sky
505,Uruzgan,AF,32.8333,66.0,51.93,29,0,1.1,clear sky
506,Totness,SR,5.8833,-56.3167,87.94,60,92,9.15,overcast clouds
507,Belaya Gora,RU,68.5333,146.4167,18.5,75,100,3.53,overcast clouds
508,Sandy Springs,US,33.9243,-84.3785,80.78,71,33,1.99,scattered clouds
509,Arlit,NE,18.7369,7.3853,90.57,7,22,2.82,few clouds
510,Frontera,MX,26.9333,-101.45,96.12,21,18,2.82,few clouds
511,Manacapuru,BR,-3.2997,-60.6206,89.37,53,98,1.7,overcast clouds
512,Huaraz,PE,-9.5333,-77.5333,67.33,45,33,2.62,light rain
513,Zhigansk,RU,66.7697,123.3711,33.31,99,100,12.3,light snow
514,Kiama,AU,-34.6833,150.8667,51.39,88,100,8.01,light rain
515,Ganzhou,CN,28.8184,115.4327,65.84,78,92,12.88,overcast clouds
516,Clyde River,CA,70.4692,-68.5914,39.43,75,75,11.5,broken clouds
517,Coria,ES,39.9879,-6.5377,73.45,49,88,5.97,overcast clouds
518,Mossendjo,CG,-2.9506,12.7261,72.07,88,100,1.12,overcast clouds
519,Pundaguitan,PH,6.3711,126.1689,84.18,71,100,8.25,moderate rain
520,Taltal,CL,-25.4,-70.4833,67.48,50,0,6.87,clear sky
521,Makinsk,KZ,52.6292,70.4169,28.29,83,100,6.02,overcast clouds
522,Sinnamary,GF,5.3833,-52.95,84.33,70,98,10.83,overcast clouds
523,Lhokseumawe,ID,5.1801,97.1507,78.66,83,73,5.61,broken clouds
524,Port Macquarie,AU,-31.4333,152.9167,64.89,100,90,2.3,light rain
525,Iqaluit,CA,63.7506,-68.5145,40.69,69,24,4.0,few clouds
526,College,US,64.8569,-147.8028,34.59,95,75,5.75,light intensity drizzle
527,Roald,NO,62.5833,6.1333,53.17,80,49,22.55,moderate rain
528,Nokaneng,BW,-19.6667,22.2667,79.84,7,0,8.37,clear sky
529,Berlevag,NO,70.8578,29.0864,43.75,91,100,9.86,overcast clouds
530,Necochea,AR,-38.5473,-58.7368,69.04,62,4,10.83,clear sky
531,Buraydah,SA,26.326,43.975,84.29,14,0,10.94,clear sky
532,Anloga,GH,5.7947,0.8973,80.46,80,47,13.42,scattered clouds
533,Trinidad,BO,-14.8333,-64.9,103.41,25,100,9.46,overcast clouds
534,Tamiahua,MX,21.2667,-97.45,84.61,72,28,9.6,scattered clouds
535,Kahului,US,20.8947,-156.47,75.85,88,57,5.01,light rain
536,Acarau,BR,-2.8856,-40.12,86.23,61,50,20.04,scattered clouds
537,Kisiwani,TZ,-4.1333,37.95,71.76,72,89,6.29,overcast clouds
538,Cockburn Town,TC,21.4612,-71.1419,83.53,71,91,17.18,overcast clouds
539,Faya,SA,18.3851,42.4509,68.58,30,42,14.52,scattered clouds
540,Osa,RU,57.2829,55.4567,39.51,92,99,2.95,overcast clouds
541,Luderitz,NA,-26.6481,15.1594,70.93,42,3,8.48,clear sky
542,Saint-Joseph,RE,-21.3667,55.6167,71.96,84,19,9.08,few clouds
543,Kantunilkin,MX,21.0917,-87.45,87.64,45,26,1.81,scattered clouds
544,Deputatskiy,RU,69.3,139.9,19.27,85,100,3.47,overcast clouds
545,Namatanai,PG,-3.6667,152.4333,79.11,79,24,4.29,few clouds
546,Meulaboh,ID,4.1363,96.1285,77.23,87,100,4.21,overcast clouds
547,Serpa,PT,37.9458,-7.5975,77.56,38,55,4.03,broken clouds
548,Caravelas,BR,-17.7125,-39.2481,76.14,75,100,8.1,overcast clouds
549,Nishihara,JP,26.1842,127.7558,81.68,83,75,17.27,light rain
550,Finschhafen,PG,-6.6024,147.8681,77.05,92,100,4.81,overcast clouds
551,Barcelos,PT,41.5388,-8.6151,74.84,46,68,3.31,broken clouds
552,Mogadishu,SO,2.0371,45.3438,78.71,85,13,12.88,few clouds
553,Kokstad,ZA,-30.5472,29.4241,48.87,85,34,4.29,scattered clouds
554,Daan,CN,33.0558,106.2958,48.0,91,100,2.89,overcast clouds
555,Bathsheba,BB,13.2167,-59.5167,82.85,78,100,17.52,overcast clouds
556,Chimbote,PE,-9.0853,-78.5783,69.89,73,65,9.89,broken clouds
557,Ahipara,NZ,-35.1667,173.1667,52.36,81,69,6.67,broken clouds
558,Alugan,PH,12.2188,125.4808,80.58,81,85,12.68,overcast clouds
559,Osmena,PH,10.5208,119.9258,79.59,86,100,16.15,heavy intensity rain
560,Krasnogorsk,RU,55.8225,37.3181,48.06,65,0,6.71,clear sky
561,Santiago Del Estero,AR,-27.7951,-64.2615,74.89,57,97,12.59,overcast clouds
562,Severomuysk,RU,56.1481,113.4267,17.64,93,84,3.31,broken clouds
563,Dwarka,IN,22.2394,68.9678,82.58,76,2,6.78,clear sky
564,Dunmore East,IE,52.1514,-6.9861,57.69,76,0,3.44,clear sky
565,Saint Anthony,US,45.0205,-93.218,72.1,68,75,7.0,broken clouds
566,Dongying,CN,37.4564,118.4856,53.29,55,81,5.77,light rain
567,Jati,PK,24.3539,68.2671,80.98,72,0,11.59,clear sky
568,Teguise,ES,29.0605,-13.564,71.82,64,75,17.27,broken clouds
569,Rognan,NO,67.0953,15.3878,49.05,93,100,2.37,overcast clouds
570,Moerai,PF,-22.4333,-151.3333,73.87,75,94,11.16,overcast clouds
571,Elwood,AU,-37.8817,144.983,48.88,86,15,1.99,few clouds
572,Chekhov,RU,55.1431,37.4711,47.95,71,24,4.21,few clouds
573,Matara,LK,5.9485,80.5353,77.59,91,84,9.82,broken clouds
574,Wageningen,NL,51.9667,5.6667,57.94,91,90,0.0,overcast clouds
575,Abu Dhabi,AE,24.4667,54.3667,88.5,63,0,12.73,clear sky
576,Rabo De Peixe,PT,37.8,-25.5833,71.11,88,40,10.36,scattered clouds
577,Westport,US,41.1415,-73.3579,65.82,93,90,1.99,overcast clouds
578,Itarema,BR,-2.9248,-39.9167,85.41,61,61,18.1,broken clouds
579,Coihaique,CL,-45.5752,-72.0662,51.13,78,100,7.83,overcast clouds
580,Moshenskoye,RU,58.5102,34.5911,43.3,73,17,6.78,few clouds
581,Illapel,CL,-31.6308,-71.1653,72.36,27,0,10.04,clear sky
582,Saurimo,AO,-9.6608,20.3916,83.8,25,72,2.75,broken clouds
583,Harare,ZW,-17.8294,31.0539,61.83,80,70,14.41,light rain
584,Naryan-Mar,RU,67.6713,53.087,30.9,93,100,13.33,overcast clouds
585,Cacapava Do Sul,BR,-30.5122,-53.4914,65.39,79,100,10.67,overcast clouds
586,Voskresenskoye,RU,56.8381,45.4317,47.25,87,100,5.7,overcast clouds
587,Egvekinot,RU,66.3167,-179.1667,19.02,89,100,7.29,overcast clouds
588,Iskateley,RU,67.6803,53.1512,30.85,93,100,13.27,overcast clouds
589,Barra Patuca,HN,15.8,-84.2833,85.41,69,81,5.26,broken clouds
590,Shu,KZ,43.5983,73.7614,45.48,79,100,12.97,overcast clouds
591,Alofi,NU,-19.0595,-169.9187,77.47,80,100,7.05,overcast clouds
592,Butka,RU,56.7179,63.7866,30.79,58,55,3.94,broken clouds
593,Karoi,ZW,-16.8099,29.6925,80.92,28,62,7.61,broken clouds
594,Paredon,MX,16.0333,-93.8667,85.75,68,28,7.09,scattered clouds
595,Bone,DE,51.9669,12.1396,48.61,85,77,4.27,broken clouds
596,Kasama,ZM,-10.2129,31.1808,77.76,25,96,4.32,overcast clouds
597,Waingapu,ID,-9.6567,120.2641,76.05,78,86,5.3,overcast clouds
598,Terrasini,IT,38.146,13.0844,67.57,57,40,16.11,scattered clouds
599,Dakar,SN,14.6937,-17.4441,86.88,74,20,16.11,few clouds
600,Radolfzell,DE,47.7333,8.9667,48.74,83,2,3.24,clear sky
601,Sabzevar,IR,36.2126,57.6819,51.98,25,0,11.25,clear sky
602,Suratgarh,IN,29.3167,73.9,89.42,23,0,9.91,clear sky
603,Ocos,GT,14.5094,-92.1933,93.72,79,100,6.44,overcast clouds
604,Gornopravdinsk,RU,60.05,69.9,27.79,72,9,3.53,clear sky
605,Whyalla,AU,-33.0333,137.5833,49.66,69,0,16.67,clear sky
606,Sur,OM,22.5667,59.5289,82.85,60,2,2.77,clear sky
607,Tando Muhammad Khan,PK,25.123,68.5358,79.61,73,0,12.66,clear sky
608,Santiago De Las Vegas,CU,22.97,-82.3869,85.71,62,17,5.99,few clouds
609,Tiquisio,CO,8.5597,-74.2669,84.42,68,95,2.89,overcast clouds
610,Maningrida,AU,-12.0667,134.2667,76.73,84,84,4.47,broken clouds
611,Lodja,CD,-3.4833,23.4333,77.49,69,97,0.72,overcast clouds
612,Dosso,NE,13.049,3.1937,91.65,26,92,7.14,overcast clouds
613,Mahebourg,MU,-20.4081,57.7,71.26,89,82,11.27,light rain
614,Ganta,LR,7.3022,-8.5308,74.25,93,88,1.25,light rain
615,Achit,RU,56.7985,57.8994,37.87,72,98,3.18,overcast clouds
616,Talara,PE,-4.5772,-81.2719,68.45,81,23,14.56,few clouds
617,Aldan,RU,58.6031,125.3894,29.19,83,98,12.59,overcast clouds
618,Codrington,AU,-38.2667,141.9667,46.24,75,74,9.75,broken clouds
619,Hargeysa,SO,9.56,44.065,74.57,62,72,9.24,light rain
620,Champerico,GT,14.3,-91.9167,93.76,77,100,8.46,overcast clouds
621,Pinkafeld,AT,47.3667,16.1167,46.76,59,100,5.93,overcast clouds
622,Poum,NC,-20.2333,164.0167,73.08,63,3,21.03,clear sky
623,Springfield,US,37.2153,-93.2982,83.19,61,1,11.01,clear sky
624,Bijie,CN,27.3125,105.2942,53.22,94,100,4.72,light rain
625,Excelsior Springs,US,39.3392,-94.2261,82.99,53,1,9.22,clear sky
626,Toro,CO,4.6117,-76.0814,80.76,64,67,2.15,broken clouds
627,Waipawa,NZ,-41.4122,175.5153,52.03,88,15,5.12,few clouds
628,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,97.99,24,54,12.19,broken clouds
629,Ratnagiri,IN,16.9833,73.3,78.46,88,100,1.99,heavy intensity rain
630,Esperanza,DO,19.5847,-70.9849,91.29,53,26,5.99,scattered clouds
631,Bud,US,39.447,-86.1758,83.3,68,99,14.7,overcast clouds
632,Paamiut,GL,61.994,-49.6678,36.68,58,98,8.9,overcast clouds
633,Rocha,UY,-34.4833,-54.3333,65.01,66,84,15.59,broken clouds
634,Shahrud,IR,36.4182,54.9763,51.03,51,0,4.81,clear sky
635,Jinchang,CN,38.4953,102.1739,44.64,42,0,3.13,clear sky
636,Tabuk,PH,17.4189,121.4443,75.22,86,95,5.01,overcast clouds
637,Kismayo,SO,-0.3582,42.5454,78.21,87,54,15.14,broken clouds
638,Carroll,US,39.5501,-77.0164,69.93,80,100,4.0,overcast clouds
639,Bandarbeyla,SO,9.4942,50.8122,80.15,82,70,14.14,broken clouds
640,Montauban,FR,44.0833,1.5,61.48,70,20,4.56,few clouds
641,Tongzi,CN,28.7829,105.0877,55.85,92,100,3.98,light rain
642,Manzanillo,CU,20.3433,-77.1167,90.07,52,99,8.59,overcast clouds
643,Kholm,RU,59.2667,32.85,45.61,73,73,8.79,broken clouds
644,Lexington Park,US,38.2668,-76.4538,77.74,87,90,5.01,overcast clouds
645,Burns Lake,CA,54.2331,-125.7533,39.15,67,100,5.68,overcast clouds
646,Floro,NO,61.5996,5.0328,49.96,93,75,19.57,broken clouds
647,Santa Rosa,PH,14.3122,121.1114,82.11,83,63,10.29,broken clouds
648,Jinhua,CN,29.1078,119.6547,73.15,94,87,4.41,overcast clouds
649,Tecoanapa,MX,16.5167,-98.75,85.78,65,98,8.23,overcast clouds
650,Yelan-Koleno,RU,51.1523,41.2306,46.45,52,30,4.74,scattered clouds
651,Opuwo,NA,-18.0607,13.84,86.83,10,0,5.77,clear sky
652,Betare Oya,CM,5.6,14.0833,67.59,99,100,2.42,overcast clouds
653,Dingalan,PH,15.3897,121.3929,78.98,91,52,7.18,broken clouds
654,Sakakah,SA,29.9697,40.2064,84.18,16,0,10.07,clear sky
655,Celestun,MX,20.8667,-90.4,87.06,62,88,6.89,overcast clouds
656,Smithers,CA,54.7804,-127.1743,41.05,71,84,3.0,broken clouds
657,Takab,IR,36.4009,47.1133,53.28,37,0,3.91,clear sky
658,Ukiah,US,39.1502,-123.2078,74.03,28,0,3.53,clear sky
659,Stokmarknes,NO,68.5646,14.9108,50.49,100,75,8.05,light intensity drizzle
660,Mareeba,AU,-17.0,145.4333,65.12,95,10,1.77,clear sky
661,Japura,ID,-0.3167,102.35,75.4,97,99,1.95,overcast clouds
662,Luzhou,CN,28.8724,105.4405,56.75,92,100,4.52,light rain
663,Port Keats,AU,-14.25,129.55,80.78,78,42,10.0,scattered clouds
664,Bulungu,CD,-4.55,18.6,80.24,73,100,1.45,light rain
665,East Stroudsburg,US,40.9995,-75.1813,64.42,91,100,7.54,overcast clouds
666,Balingasay,PH,16.3573,119.8564,83.66,81,37,23.58,scattered clouds
667,Sturgis,US,41.7992,-85.4192,80.38,39,1,12.66,clear sky
668,Moranbah,AU,-22.0016,148.0466,62.51,87,0,4.61,clear sky
669,Katangli,RU,51.7102,143.2326,48.33,83,80,18.52,broken clouds
670,Lima,PE,-12.0432,-77.0282,65.14,79,86,8.55,overcast clouds
671,Sri Aman,MY,1.2376,111.4621,75.58,98,100,0.63,overcast clouds
672,Ouadda,CF,8.0777,22.4007,72.28,91,100,3.87,light rain
673,Ludvika,SE,60.1496,15.1878,51.6,84,100,13.47,overcast clouds
674,Mollendo,PE,-17.0231,-72.0147,67.19,75,76,12.62,broken clouds
675,Porto Walter,BR,-8.2686,-72.7439,96.76,35,55,3.71,broken clouds
676,Mehamn,NO,71.0357,27.8492,44.78,88,93,8.16,overcast clouds
677,Sao Felix Do Xingu,BR,-6.6447,-51.995,102.54,24,97,3.83,overcast clouds
678,Odoyev,RU,53.9393,36.6864,40.91,69,2,0.58,clear sky
679,Valparaiso,CL,-33.0393,-71.6273,71.83,53,20,6.91,few clouds
680,Kandrian,PG,-6.2167,149.55,76.39,92,100,3.83,light rain
681,Kirakira,SB,-10.4544,161.9205,77.36,87,99,2.37,overcast clouds
682,Teguldet,RU,57.3064,88.1667,30.45,84,100,4.81,overcast clouds
683,Limon,CR,10.0,-83.0333,84.29,69,17,9.22,few clouds
684,West Des Moines,US,41.572,-93.7453,72.28,66,1,7.0,clear sky
685,Olinda,BR,-8.0089,-34.8553,80.33,78,75,11.5,broken clouds
686,Tilichiki,RU,60.4667,166.1,25.3,83,80,5.59,broken clouds
687,Honiara,SB,-9.4333,159.95,78.42,85,84,1.63,broken clouds
688,Kysyl-Syr,RU,63.8986,122.7617,35.31,86,100,8.01,overcast clouds
689,Graaff-Reinet,ZA,-32.2522,24.5308,61.92,39,4,3.04,clear sky
690,Ofaqim,IL,31.3141,34.6203,75.74,62,0,7.49,clear sky
